Model,VIN,Level,Brand,Series,LaunchYr,LaunchMo,MSRP,Mileage,Accident,PurchasedDate,Insurance,Renovation,Cost,SalesPrice
408 408 2.0 手动 舒适版,LDC943X23A1429080,CSP0420M0002,标致,408,2010,1,129900,67110,No,2015/1/30,17600,0,54900,61000
英朗 英朗XT 1.6 手动 舒适版,LSGPB64UXDD320129,CGB0916M0025,别克,英朗,2012,9,129900,22474,No,2015/2/1,1740,0,82800,92000
景程 景程 1.8 手动 SE 舒适版,LSGVA54R1CY187722,CGX0218M0022,雪佛兰,景程,2011,5,129900,257,No,2015/2/26,,590,57910,65000
景程 景程 1.8 手动 SE 舒适版,LSGVA54R4BY025792,CGX0218M0017,雪佛兰,景程,2010,11,129900,113252,No,2015/3/27,,4290,40710,50000
景程 景程 1.8 手动 SE 舒适版,LSGVA54R0AY014867,CGX0218M0006,雪佛兰,景程,2010,11,129900,125942,No,2015/5/30,,840,35160,40000
408 408 2.0 手动 舒适版,LDC943X2XB2759245,CSP0420M0005,标致,408,2011,5,129900,103715,No,2015/6/2,,1500,55200,63000
景程 景程 1.8 手动 SE 舒适版,LSGVA54R1CY187722,CGX0218M0022,雪佛兰,景程,2011,5,129900,293,No,2015/6/9,,750,55050,62000
408 408 2.0 手动 舒适版,LDC943X22A1422234,CSP0420M0002,标致,408,2010,1,129900,115464,No,2015/6/23,2840,1160,51040,58000
景程 景程 1.8 手动 SE 舒适版,LSGVA54R7BY079216,CGX0218M0017,雪佛兰,景程,2010,11,129900,84351,No,2015/7/1,,1950,38550,45000
锋范 锋范 1.8 自动 舒适版,LHGGM363292009974,CGH0518A0004,本田,锋范,2008,12,129800,64697,No,2015/1/31,3862,7620,49980,64000
福克斯 福克斯-两厢 1.8 手动 经典型,LVSFCAME76F080015,CCF0318M0002,福特,福克斯,2006,8,129800,105400,No,2015/2/7,23547.88,960,27840,32000
锋范 锋范 1.8 自动 舒适版,LHGGM363292009974,CGH0518A0004,本田,锋范,2008,12,129800,65956,No,2015/3/29,600,2730,53070,62000
B70 B70 2.0 手动 舒适型,LFPH4ACC181A42382,CBE0120M0007,奔腾,B70,2007,11,129800,92646,No,2015/4/10,,980,35920,41000
307 307-三厢 1.6 手动 XS 基本版,LDC923L2260428351,CSP0116M0006,标致,307,2006,5,129800,103203,No,2015/4/29,1200,1260,19440,23000
宝来 宝来经典 1.6 手动 时尚版TL,LFV2A11J163039747,CFV0216M0007,大众,宝来,2006,7,129800,186368,No,2015/5/1,3216.5,0,30150,33500
福克斯 福克斯-两厢 1.8 手动 经典型,LVSFCAME16F059032,CCF0318M0002,福特,福克斯,2006,8,129800,81902,No,2015/5/3,3930,1580,24070,28500
翼神 翼神 1.8 无级 时尚版舒适型,LDNM4GFT0A0015540,CSM0518C0005,三菱,翼神,2009,11,129800,48988,No,2015/6/3,1500,880,53120,60000
福克斯 福克斯-两厢 1.8 手动 经典型,LVSFCAME56F059728,CCF0318M0002,福特,福克斯,2006,8,129800,135505,No,2015/6/5,9659.53,2020,22280,27000
骐达 骐达 1.6 自动 G,LGBG22E047Y086446,CDN0616A0022,日产,骐达,2006,5,129800,75000,No,2015/6/11,4504,200,34000,38000
B70 B70 2.0 手动 特装型,LFPH4ACC491A32799,CBE0120M0023,奔腾,B70,2009,4,129800,69207,No,2015/6/12,3000,1390,37310,43000
捷达 捷达 1.6 手动 GIF 豪华版,LFVBA11G543051577,CFV0116M0072,大众,捷达,2004,3,129800,260295,No,2015/6/12,,3364,5636,10000
307 307-两厢 1.6 手自一体 爱乐版,LDC931L38A0209560,CSP0116A0061,标致,307,2009,5,129800,40272,No,2015/6/16,9780,1740,40560,47000
骐达 骐达 1.6 手动 GE 天窗版,LGBG22E236Y012614,CDN0616M0010,日产,骐达,2006,5,129800,162657,No,2015/6/28,4030,2430,27270,33000
307 307-三厢 1.6 手动 XS 基本版,LDC913L2950235907,CSP0116M0003,标致,307,2004,8,129800,113358,No,2015/6/28,3500,5800,11300,19000
翼神 翼神 1.8 无级 时尚版舒适型,LDNM4GFT1B0046670,CSM0518C0009,三菱,翼神,2011,4,129800,47129,No,2015/7/2,4499,1600,56000,64000
宝利格 宝利格 2.0T 手动 两驱智汇版,LRH12B2D2D0001638,CHT0520M0009,华泰,宝利格,2012,7,129700,57000,No,2015/6/10,9100,1130,49270,56000
宝利格 宝利格 2.0T 手动 两驱智汇版,LRH12B2D2D0001638,CHT0520M0009,华泰,宝利格,2012,7,129700,57000,No,2015/7/4,11100,2330,46270,54000
世嘉 世嘉-三厢 2.0 手自一体 锐尚型,LDCC13X38B1542449,CSX0720A0040,雪铁龙,世嘉,2010,9,128800,58975,No,2015/3/18,2100,610,62390,70000
朗逸 朗逸 2.0 手自一体 品悠版,LSVAF4188B2236317,CSV0620A0014,大众,朗逸,2010,8,128800,99075,No,2015/5/1,3600,0,68400,76000
马自达3 马自达3星骋-三厢 1.6 手自一体 精英版,LVSFDFAB9BN233613,CFM0116A0022,马自达,马自达3,2011,9,128800,22462,No,2015/5/4,1170,1120,61880,70000
卡罗拉 卡罗拉 1.6 手动 GL 炫酷特装版,LFMAPE2C4D0472130,CFT0716M0024,丰田,卡罗拉,2013,3,128800,36437,No,2015/5/9,350,940,75560,85000
卡罗拉 卡罗拉 1.6 手动 GL 炫酷特装版,LFMAPE2C5D3581422,CFT0716M0024,丰田,卡罗拉,2013,3,128800,31091,No,2015/5/23,900,640,78560,88000
马自达3 马自达3星骋-三厢 1.6 手自一体 精英版,LVSFDFAB8BN224725,CFM0116A0022,马自达,马自达3,2011,9,128800,19360,No,2015/5/24,,560,55240,62000
宝来 宝来经典 1.6 手动 豪华版HL,LFV2A11J383024329,CFV0216M0039,大众,宝来,2008,1,128800,97786,No,2015/5/25,700,2900,37600,45000
马自达3 马自达3 1.6 手自一体 经典款 精英版,LVSFDFAB3BN220663,CFM0116A0025,马自达,马自达3,2010,6,128800,45195,No,2015/5/30,2520,640,55160,62000
马自达3 马自达3 1.6 手自一体 天窗版,LVSFDFAB39F102925,CFM0116A0011,马自达,马自达3,2009,4,128800,53000,No,2015/6/13,,1480,43520,50000
索纳塔 索纳塔 2.0 手动 GL 标准型优全版,LBEEFAJB1AX271567,CBH0120M0055,现代,索纳塔,2008,10,128800,51343,No,2015/6/21,5200,1500,41700,48000
世嘉 世嘉-三厢 1.6 手自一体 品享型,LDCC13L32C1137744,CSX0716A0072,雪铁龙,世嘉,2012,3,128800,34837,No,2015/6/28,,1470,65130,74000
宝来 宝来 1.4TSI 手动 舒适版,LFV2A115XA3088277,CFV0214M0001,大众,宝来,2010,6,128800,79269,No,2015/7/4,,1580,60520,69000
福美来 福美来一代 1.6 手动 豪华版,LH17CKJF05H076217,CHM0416M0010,海马,福美来,2005,6,128600,121730,No,2015/4/17,1360,320,18580,21000
明锐 明锐 1.6 手动 逸杰版,LSVN141Z3C2116175,CSS0116M0034,斯柯达,明锐,2011,8,128500,104716,No,2015/5/6,,480,70620,79000
宝来 宝来 1.6 手自一体 舒适版,LFV2A2159D3228376,CFV0216A0092,大众,宝来,2012,12,128300,19581,No,2015/5/23,,800,95500,107000
宝来 宝来 1.6 手自一体 舒适版,LFV2A2159D3228376,CFV0216A0092,大众,宝来,2012,12,128300,22158,No,2015/6/11,,800,95050,106500
桑塔纳 桑塔纳3000 1.8 手动 超越者 舒适版,LSVJN133152134252,CSV0118M0138,大众,桑塔纳,2005,1,128000,197158,No,2015/1/31,,18370,2330,23000
桑塔纳 桑塔纳3000 1.8 手动 超越者 舒适版,LSVJN133472478740,CSV0118M0171,大众,桑塔纳,2006,6,128000,131614,No,2015/6/3,,2540,23560,29000
桑塔纳 桑塔纳3000 1.8 手动 超越者 舒适版,LSVJN133762080649,CSV0118M0143,大众,桑塔纳,2006,6,128000,299000,No,2015/7/6,40056,7560,12690,22500
科鲁兹 科鲁兹 1.6 手自一体 SL 天地版,LSGPC52U7BF094417,CGX0516A0009,雪佛兰,科鲁兹,2010,11,127900,51401,No,2015/3/19,700,670,69080,77500
科鲁兹 科鲁兹 1.6 手自一体 SL 天地版,LSGPC52U7BF094417,CGX0516A0009,雪佛兰,科鲁兹,2010,11,127900,51487,No,2015/3/21,700,670,68630,77000
科鲁兹 科鲁兹 1.6 手自一体 SL 天地版,LSGPC52U4DF083748,CGX0516A0019,雪佛兰,科鲁兹,2012,12,127900,33658,No,2015/4/26,3880,1920,74580,85000
朗行 朗行 1.6 手自一体 风尚版,LSVFV2180E2057948,CSV0816A0012,大众,朗行,2013,6,127900,12574,No,2015/5/29,1450,960,100740,113000
科鲁兹 科鲁兹 1.6 手自一体 SL 天地版,LSGPC52U3AF167278,CGX0516A0003,雪佛兰,科鲁兹,2010,8,127900,104372,No,2015/6/9,6585,1130,54670,62000
朗行 朗行 1.6 手自一体 风尚版,LSVFV2187E2035347,CSV0816A0012,大众,朗行,2013,6,127900,24066,No,2015/6/12,,320,86980,97000
伊兰特 伊兰特 朗动 1.6 手自一体 GLX 领先型,LBEMDAFC2DZ233048,CBH1016A0013,现代,伊兰特,2013,10,127800,28899,No,2015/2/15,4695,600,100200,112000
翼搏 翼搏 1.5 双离合 尊贵型,LVSHKADL5DF464320,CCF0615D0002,福特,翼搏,2013,3,127800,6632,No,2015/2/28,,0,91800,102000
宾悦 宾悦 2.0 自动 豪华型,LJ12FKT3084106800,CJC0320A0001,江淮,宾悦,2008,9,127800,84655,No,2015/3/1,1950,1540,20960,25000
伊兰特 伊兰特 朗动 1.6 手自一体 GLX 领先型,LBEMDAFC3EZ312195,CBH1016A0023,现代,伊兰特,2013,10,127800,12003,No,2015/3/3,,300,100500,112000
凯越 凯越 1.6 手动 LE 舒适版,LSGJS52UX6H110323,CGB0516M0013,别克,凯越,2005,11,127800,203000,No,2015/3/24,,860,21190,24500
福克斯 福克斯-两厢 1.8 手自一体 时尚型,LVSHCAAEXBF660494,CCF0318A0037,福特,福克斯,2010,6,127800,48300,No,2015/4/3,3545,200,66400,74000
卡罗拉 卡罗拉 1.6 手动 GL,LFMAPE2C8A0215421,CFT0716M0011,丰田,卡罗拉,2007,5,127800,93787,No,2015/4/11,,400,58100,65000
伊兰特 伊兰特 朗动 1.6 手自一体 GLX 领先型,LBEMDAFC3DZ120483,CBH1016A0013,现代,伊兰特,2013,10,127800,189468,No,2015/4/14,,604,20996,24000
凯越 凯越 1.6 手动 LE 舒适版,LSGJS52U66H031490,CGB0516M0013,别克,凯越,2005,11,127800,130413,No,2015/4/17,13937,668,24532,28000
福克斯 福克斯-两厢 1.8 手自一体 时尚型,LVSHCAAEXBF656266,CCF0318A0037,福特,福克斯,2010,6,127800,30544,No,2015/5/17,14850,780,60870,68500
伊兰特 伊兰特 朗动 1.6 手自一体 GLX 领先型,LBEMDAFC2DZ233048,CBH1016A0013,现代,伊兰特,2013,10,127800,22222,No,2015/5/19,3260,600,100200,112000
伊兰特 伊兰特 朗动 1.6 手自一体 GLX 领先型,LBEMDAFC2DZ233048,CBH1016A0013,现代,伊兰特,2013,10,127800,33909,No,2015/5/19,3260,600,83100,93000
伊兰特 伊兰特 朗动 1.6 手自一体 GLX 领先型,LBEMDAFC2DZ233048,CBH1016A0013,现代,伊兰特,2013,10,127800,112233,No,2015/5/19,4695,600,83100,93000
伊兰特 伊兰特 朗动 1.6 手自一体 GLX 领先型,LBEMDAFC7EZ371332,CBH1016A0023,现代,伊兰特,2013,10,127800,7105,No,2015/5/22,1600,640,101510,113500
秀尔 秀尔 1.6 自动 Premium,LJDHAA122E0053925,CFZ0916A0040,起亚,秀尔,2013,5,127800,1477,No,2015/5/25,,320,80680,90000
福克斯 福克斯-两厢 1.8 手自一体 时尚型,LVSHCAAE3BF644492,CCF0318A0037,福特,福克斯,2010,6,127800,62461,No,2015/5/31,,1320,59430,67500
福克斯 福克斯-两厢 1.8 手自一体 时尚型,LVSHCAAE5CF835364,CCF0318A0040,福特,福克斯,2010,6,127800,24946,No,2015/6/4,13305,880,66620,75000
凯越 凯越 1.6 自动 LE 舒适版,LSGJT52U37H104698,CGB0516A0014,别克,凯越,2005,11,127800,121556,No,2015/6/16,9360,2210,28390,34000
秀尔 秀尔 1.6 自动 Premium,LJDHAA122E0053925,CFZ0916A0040,起亚,秀尔,2013,5,127800,1902,No,2015/7/1,,320,77080,86000
凯越 凯越 1.8 自动 LE 舒适版,LSGJU52P57H065636,CGB0518A0028,别克,凯越,2005,11,127800,111490,No,2015/7/3,,1000,19700,23000
骐达 骐达 1.6 无级 XL 酷咖版,LGBG22E07DY128412,CDN0616C0022,日产,骐达,2013,8,127300,14466,No,2015/2/27,1490,320,83380,93000
骐达 骐达 1.6 无级 XL 酷咖版,LGBG22E0XDY580080,CDN0616C0022,日产,骐达,2013,8,127300,33724,No,2015/3/9,,520,82280,92000
骐达 骐达 1.6 无级 XL 酷咖版,LGBG22E02DY627568,CDN0616C0022,日产,骐达,2013,8,127300,13000,No,2015/5/20,665,520,89480,100000
高尔夫 高尔夫 1.6 手动 舒适版,LFV2B11J173038595,CFV0316M0022,大众,高尔夫,2005,1,127000,128159,No,2015/3/7,4500,1310,30190,35000
伊兰特 伊兰特 悦动 1.6 手动 顶级型,LBEHDAEB0BY737062,CBH0516M0046,现代,伊兰特,2011,5,126800,62758,No,2015/2/1,3755,320,64480,72000
凯越 凯越 1.6 自动 舒适版,LSGJA52UX8H164565,CGB0516A0027,别克,凯越,2008,5,126800,93549,No,2015/2/10,4700,520,47630,53500
550 550 1.8 手动 DVVT 启悦贺岁版,LSJW26H32AS054703,CRW0218M0027,荣威,550,2010,1,126800,33500,No,2015/2/27,6440,560,45340,51000
550 550 1.8 手动 DVVT 启悦版,LSJW26H339S031393,CRW0218M0011,荣威,550,2009,10,126800,75340,No,2015/3/15,3030,640,42560,48000
凯越 凯越 1.6 自动 舒适版,LSGJA52U09S137070,CGB0516A0035,别克,凯越,2008,5,126800,30572,No,2015/3/19,4450,660,47040,53000
凯越 凯越 1.6 自动 舒适版,LSGJA52U48H166263,CGB0516A0027,别克,凯越,2008,5,126800,53276,No,2015/3/28,,980,42220,48000
MG6 MG6 1.8 手动 驾值版,LSJW24H32CS016881,CMG0418M0029,MG,MG6,2011,8,126800,49262,No,2015/4/21,2232,740,63160,71000
颐达 颐达 1.6 自动 JE 智能型,LGBG12E06AY121014,CDN0516A0087,日产,颐达,2007,11,126800,18431,No,2015/4/29,1960,1320,51780,59000
凯越 凯越 1.6 自动 舒适版,LSGJA52U49H153501,CGB0516A0035,别克,凯越,2008,5,126800,63351,No,2015/5/12,4240,1720,48680,56000
索纳塔 索纳塔 2.0 手动 GL 标准型贵雅版,LBEEFAJB38X211638,CBH0120M0041,现代,索纳塔,2008,10,126800,293302,No,2015/5/14,3563,1300,25700,30000
550 550 1.8 手动 DVVT 启悦贺岁版,LSJW26H39AS089531,CRW0218M0027,荣威,550,2010,1,126800,55727,No,2015/5/16,1450,960,43140,49000
550 550 1.8 手动 DVVT 启悦贺岁版,LSJW26H32AS058492,CRW0218M0027,荣威,550,2010,1,126800,82797,No,2015/5/25,,880,46820,53000
颐达 颐达 1.6 自动 JE 智能型,LGBG12E098Y580418,CDN0516A0052,日产,颐达,2007,11,126800,58185,No,2015/6/7,2523,1200,34800,40000
凯越 凯越 1.6 自动 舒适版,LSGJA52UX8H110909,CGB0516A0027,别克,凯越,2008,5,126800,82653,No,2015/6/12,7269,1390,38210,44000
骐达 骐达 1.6 自动 智能型,LGBG22E09AY243654,CDN0616A0133,日产,骐达,2007,11,126800,91760,No,2015/6/14,700,2460,53340,62000
550 550 1.8 手动 DVVT 启悦贺岁版,LSJW26H30AS083293,CRW0218M0027,荣威,550,2010,1,126800,63867,No,2015/6/18,900,520,50780,57000
凯越 凯越 1.6 自动 舒适版,LSGJA52U79H127362,CGB0516A0035,别克,凯越,2008,5,126800,68689,No,2015/6/23,8793,2080,37520,44000
骐达 骐达 1.6 自动 智能型,LGBG22E00BY046342,CDN0616A0169,日产,骐达,2007,11,126800,77760,No,2015/6/30,10853,1680,62220,71000
凯越 凯越 1.6 自动 舒适版,LSGJA52U79S114775,CGB0516A0035,别克,凯越,2008,5,126800,42801,No,2015/7/1,,4670,41230,51000
凯越 凯越 1.6 自动 舒适版,LSGJA52U89H141562,CGB0516A0035,别克,凯越,2008,5,126800,25020,No,2015/7/2,800,1140,44760,51000
骐达 骐达 1.6 自动 智能型,LGBG22E008Y117225,CDN0616A0063,日产,骐达,2007,11,126800,97053,No,2015/7/3,3700,2500,38900,46000
凯越 凯越 1.6 自动 舒适版,LSGJA52U59S068492,CGB0516A0035,别克,凯越,2008,5,126800,93341,No,2015/7/4,16996,2540,43360,51000
骐达 骐达 1.6 无级 XL 酷咖版,LGBG22E00EY649375,CDN0616C0039,日产,骐达,2014,9,126300,9363,No,2015/2/15,1600,0,99000,110000
朗逸 朗逸 1.6 手动 舒适版(改款),LSVNU2187DN127943,CSV0616M0059,大众,朗逸,2013,4,125900,18864,No,2015/2/1,1300,240,96960,108000
朗逸 朗逸 1.6 手动 舒适版(改款),LSVNU2188EN033247,CSV0616M0073,大众,朗逸,2013,4,125900,46156,No,2015/6/15,,1880,89920,102000
骑士 骑士 2.0 手动 丝路限量版,LH16CHAL0BH016812,CHM0920M0004,海马,骑士,2010,12,125800,86493,No,2015/1/30,,9680,38020,53000
骑士 骑士 2.0 手动 丝路限量版,LH16CHAL0BH036428,CHM0920M0004,海马,骑士,2010,12,125800,55966,No,2015/3/17,980,2560,62240,72000
凯越 凯越 1.6 手动 导航版,LSGJA52U3AS031963,CGB0516M0049,别克,凯越,2008,5,125800,135742,No,2015/4/19,2800,374,41926,47000
骑士 骑士 2.0 手动 丝路限量版,LH16CHAL9BH030952,CHM0920M0004,海马,骑士,2010,12,125800,86564,No,2015/4/24,,720,55080,62000
翼神 翼神 1.8 手动 致尚版,LDNP4GGT3A0030495,CSM0518M0003,三菱,翼神,2010,7,125800,75430,No,2015/4/25,,1080,53820,61000
翼神 翼神 1.8 手动 致尚版豪华型,LDNH4GGT4B0056402,CSM0518M0008,三菱,翼神,2011,4,125800,35328,No,2015/5/6,436,1040,59260,67000
伊兰特 伊兰特 朗动 1.6 手自一体 GLX 领先型,LBEMDAFC0CZ020761,CBH1016A0002,现代,伊兰特,2012,8,125800,9802,No,2015/6/3,,1040,79960,90000
翼神 翼神 1.8 手动 致尚版,LDNP4GGT3A0030495,CSM0518M0003,三菱,翼神,2010,7,125800,77000,No,2015/6/6,1050,1200,53250,60500
传祺 传祺 1.8 手动 精英版,LMGBF1352B1004241,CGC0118M0002,传祺,传祺,2011,8,125800,107115,No,2015/6/16,4170,1160,48340,55000
骐达 骐达 1.6 无级 XL 智能型,LGBG22E0XEY658715,CDN0616C0041,日产,骐达,2014,11,125300,18133,No,2015/5/25,,1000,86300,97000
骐达 骐达 1.6 无级 XL 智能型,LGBG22E03DY139505,CDN0616C0018,日产,骐达,2011,5,125300,19600,No,2015/6/4,,840,75660,85000
骐达 骐达 1.6 无级 XL 智能型,LGBG22E0XEY658715,CDN0616C0029,日产,骐达,2011,5,125300,19000,No,2015/6/11,,1000,85850,96500
骐达 骐达 1.6 无级 XL 智能型,LGBG22E07DY128412,CDN0616C0024,日产,骐达,2012,1,125300,15056,No,2015/6/26,1490,640,77660,87000
骐达 骐达 1.6 无级 XL 智能型,LGBG22E0XBY003367,CDN0616C0002,日产,骐达,2011,5,125300,34150,No,2015/6/27,845,640,66410,74500
骐达 骐达 1.6 无级 XL 智能型,LGBG22E07DY128412,CDN0616C0024,日产,骐达,2012,1,125300,15056,No,2015/6/30,1490,640,77660,87000
轩逸 轩逸 1.6 手动 XL 豪华版,LGBH52E2XDY035705,CDN0416M0026,日产,轩逸,2012,7,125000,37722,No,2015/3/21,4300,440,87760,98000
轩逸 轩逸 1.6 手动 XL 豪华版,LGBH52E29DY035629,CDN0416M0026,日产,轩逸,2012,7,125000,39950,No,2015/4/9,,150,84990,94600
明锐 明锐 1.6 手动 逸致版,LSVAM41Z292397254,CSS0116M0009,斯柯达,明锐,2009,3,124900,58514,No,2015/3/8,,1140,49260,56000
朗逸 朗逸 1.6 手自一体 风尚版(改款),LSVNV4185D2104199,CSV0616A0060,大众,朗逸,2013,4,124900,10783,No,2015/4/17,21209,420,84180,94000
明锐 明锐 1.6 手动 逸致版,LSVAM41Z092402435,CSS0116M0009,斯柯达,明锐,2009,3,124900,123146,No,2015/4/20,3540,1120,49280,56000
明锐 明锐 1.6 手动 逸致版,LSVAM41Z582135694,CSS0116M0005,斯柯达,明锐,2007,8,124900,42176,No,2015/7/1,390,2860,37640,45000
明锐 明锐 1.6 手动 逸致版,LSVAM41Z892433495,CSS0116M0009,斯柯达,明锐,2009,3,124900,82274,No,2015/7/2,10820,2270,42730,50000
骐达 骐达 1.6 手动 时尚NISMO运动版,LGBG22E249Y057422,CDN0616M0058,日产,骐达,2008,12,124800,47976,No,2015/2/10,5530,880,46820,53000
福瑞迪 福瑞迪 1.6 手自一体 Premium,LJDGAA225D0394714,CFZ0816A0040,起亚,福瑞迪,2013,11,124800,1000,No,2015/3/9,,350,96850,108000
307 307-三厢 1.6 手自一体 舒适版,LDC933L3480867608,CSP0116A0025,标致,307,2007,9,124800,65010,No,2015/4/4,2350,300,39300,44000
福克斯 经典福克斯-两厢 1.8 手自一体 酷白典藏版,LVSFCAAE3EF991039,CCF0318A0063,福特,福克斯,2014,9,124800,4212,No,2015/4/9,,100,87200,97000
轩逸 轩逸 1.6 手动 XE 舒适版,LGBH12E21BY080296,CDN0416M0009,日产,轩逸,2009,4,124800,58992,No,2015/4/18,2922,160,59240,66000
K3 K3 1.6 手自一体 GLS,LJDMAA227D0119932,CFZ1316A0006,起亚,K3,2012,10,124800,29892,No,2015/4/23,400,990,89010,100000
朗逸 朗逸 1.6 手自一体 品悠版,LSVAB418882423853,CSV0616A0002,大众,朗逸,2008,6,124800,63200,No,2015/6/9,7050,1760,47740,55000
雷凌 雷凌 1.6 无级 G 精英版,LVGBV87E6EG018296,CFT1316C0001,丰田,雷凌,2014,7,124800,8669,No,2015/6/18,,640,94760,106000
K3 K3 1.6 手自一体 GLS,LJDMAA224C0012027,CFZ1316A0002,起亚,K3,2012,10,124800,38670,No,2015/6/25,980,2080,78020,89000
朗逸 朗逸 1.6 手动 品雅进享版,LSVAG4187A2367945,CSV0616M0012,大众,朗逸,2010,1,124300,44404,No,2015/2/8,19335,200,64600,72000
威驰 威驰 1.6 自动 GLX-i 天窗版,LFMAP92A6C0089892,CFT0216A0053,丰田,威驰,2010,8,123900,35305,No,2015/2/1,4300,880,59420,67000
308 308 1.6 手自一体 风尚型,LDC953T34D1483049,CDP0416A0006,标致,308,2013,4,123900,18794,No,2015/4/23,680,880,69320,78000
POLO POLO 1.6 手自一体 豪华版,LSVG066R6E2045931,CSV0316A0084,大众,POLO,2014,5,123900,6083,No,2015/5/26,,320,88780,99000
科鲁兹 科鲁兹 1.6 手动 SE WTCC试产版,LSGPC52U7CF008881,CGX0516M0025,雪佛兰,科鲁兹,2010,12,123900,44404,No,2015/6/10,,3090,53610,63000
POLO POLO 1.6 手自一体 豪华版,LSVG066R6E2047694,CSV0316A0084,大众,POLO,2014,5,123900,3376,No,2015/6/25,,440,84160,94000
POLO POLO 1.6 手自一体 致酷版,LSVFD66R9B2061021,CSV0316A0050,大众,POLO,2010,12,123900,51341,No,2015/6/25,,2340,61560,71000
POLO POLO 1.6 手自一体 豪华版,LSVG066R6E2045931,CSV0316A0084,大众,POLO,2014,5,123900,6674,No,2015/6/30,,420,86880,97000
天语SX4 天语SX4-两厢 1.8 手动 运动版,LS5A33BW89B060234,CLM0418M0001,铃木,天语SX4,2009,3,123800,86000,No,2015/1/31,,320,48280,54000
福克斯 福克斯-三厢 1.8 手动 舒适型,LVSFCFMEX8F294951,CCF0318M0012,福特,福克斯,2007,3,123800,65673,No,2015/2/7,620,320,34780,39000
福克斯 福克斯-两厢 1.8 手动 舒适型,LVSFCAME28F225321,CCF0318M0010,福特,福克斯,2007,3,123800,154511,No,2015/2/7,1500,840,27960,32000
桑塔纳 桑塔纳 1.6 自动 豪华版,LSVAC6BR3DN096724,CSV0116A0012,大众,桑塔纳,2012,12,123800,7277,No,2015/2/26,,0,85500,95000
福克斯 经典福克斯-两厢 1.8 手自一体 时尚型,LVSHCAAE4DF429240,CCF0318A0052,福特,福克斯,2013,1,123800,16362,No,2015/3/9,,360,80640,90000
福克斯 经典福克斯-两厢 1.8 手自一体 时尚型,LVSHCAAE6CF310118,CCF0318A0044,福特,福克斯,2012,5,123800,23120,No,2015/3/14,8850,730,71270,80000
桑塔纳 桑塔纳 1.6 自动 豪华版,LSVAC6BR3DN096724,CSV0116A0012,大众,桑塔纳,2012,12,123800,7308,No,2015/3/19,,0,83700,93000
福克斯 福克斯-三厢 1.8 手动 舒适型,LVSFCFME38F260155,CCF0318M0012,福特,福克斯,2007,3,123800,170022,No,2015/4/1,22381,1360,29240,34000
瑞虎 瑞虎DR欧版 2.0 手自一体 尊贵版,LVVDB24B4CD257927,CQC0520A0039,奇瑞,瑞虎,2012,3,123800,44836,No,2015/4/21,,1190,55510,63000
天语SX4 天语SX4-两厢 1.8 手动 运动版,LS5A33BW0AB031587,CLM0418M0003,铃木,天语SX4,2009,3,123800,75330,No,2015/5/12,5315,840,44160,50000
福克斯 福克斯-三厢 1.8 手动 舒适型,LVSFCFME87F160924,CCF0318M0004,福特,福克斯,2007,3,123800,54750,No,2015/5/29,1310,176,28624,32000
福克斯 福克斯-三厢 1.8 手动 舒适型,LVSFCFME47F147085,CCF0318M0004,福特,福克斯,2007,3,123800,79264,No,2015/6/1,3540,1330,26570,31000
福克斯 经典福克斯-两厢 1.8 手自一体 时尚型,LVSHCAAEXDF485960,CCF0318A0052,福特,福克斯,2013,1,123800,58567,No,2015/6/3,4630,640,76760,86000
福克斯 经典福克斯-两厢 1.8 手自一体 时尚型,LVSHCAAE7CF397754,CCF0318A0044,福特,福克斯,2012,5,123800,29176,No,2015/6/16,,1440,75060,85000
卡罗拉 卡罗拉 1.6 手动 GL,LFMAPE2C1C0447037,CFT0716M0016,丰田,卡罗拉,2010,9,123800,46687,No,2015/6/18,2480,1060,64640,73000
明锐 明锐 1.6 手动 逸致版,LSVNV41Z6A2790760,CSS0116M0020,斯柯达,明锐,2010,4,123400,39140,No,2015/4/11,,1140,59160,67000
明锐 明锐 1.6 手动 逸致版,LSVNX41Z1B2488370,CSS0116M0028,斯柯达,明锐,2011,8,123400,161157,No,2015/4/20,4540,520,53480,60000
明锐 明锐 1.6 手动 逸致版,LSVN141Z1C2097075,CSS0116M0033,斯柯达,明锐,2011,8,123400,42000,No,2015/6/19,,940,65660,74000
朗逸 朗逸 1.6 手动 品雅版,LSVAA418592231035,CSV0616M0004,大众,朗逸,2008,12,122800,66299,No,2015/3/2,,780,57270,64500
307 307-三厢 2.0 手动 舒适版,LDC933X2670647175,CSP0120M0020,标致,307,2007,9,122800,137229,No,2015/4/26,14625,1440,30060,35000
朗逸 朗逸 1.6 手动 品雅版,LSVAA418492275723,CSV0616M0004,大众,朗逸,2008,12,122800,53313,No,2015/5/7,11895,620,55180,62000
朗逸 朗逸 1.6 手动 品雅版,LSVAA418292273498,CSV0616M0004,大众,朗逸,2008,12,122800,119292,No,2015/5/29,101797,2640,46410,54500
福瑞迪 福瑞迪 1.6 手自一体 Premium,LJDGAA222C0293466,CFZ0816A0030,起亚,福瑞迪,2010,10,122800,20000,No,2015/6/15,,640,59660,67000
朗逸 朗逸 1.6 手动 品雅版,LSVAA418692183478,CSV0616M0004,大众,朗逸,2008,12,122800,192970,No,2015/7/1,3075,1500,45300,52000
